Time	Text	Length	Number	Rocket_type	Rocket_number	for_search	Updated_date	Update_info	memo	
11/30 07:00:00	【今日の人工衛星】11/30 1962年：ゾンド2号 旧ソ連の火星探査機。マルス1号と同型の設計だが降下機を搭載していた。太陽電池パネルの故障は対応できたが通信システムの故障により火星の観測は行えず	99	n113001d							
12/01 07:00:00	【今日の人工衛星】12/1 1992年：Superbird A-1 日本の宇宙通信(現・スカパーJSAT)が打ち上げた通信衛星。アリアン4ロケットで打上。現在は運用終了している。	89	n120101d							
12/02 07:00:00	【今日の人工衛星】12/2 1990年：ソユーズTM-11 TBS所属の秋山豊寛飛行士が日本人として初めて宇宙を訪れた。ちなみに秋山飛行士が帰還したのは先にミールにドッキングしていたソユーズTM-10である	103	n120201d							
12/03 07:00:00	【今日の人工衛星】12/3 2014年：はやぶさ2 小惑星探査機。「はやぶさ」後継機として小惑星1999 JU3(打ち上げ後にリュウグウと命名)と往復、2020年12月6日にサンプルリターンに成功。小惑星1998KY26を目指す拡張ミッションを実施中	125	n120301d	J_H2A	26	J_H2A_26	20210217	追加		
12/03 13:22:04	★2014年の今日12/03 13:22:04、H-IIAロケット26号機で小惑星探査機「はやぶさ2」が打ち上げられました。	62	n120301t1	J_H2A	26	J_H2A_26	20240225	追加		
12/05 14:30:00	【お帰りはやぶさ2カプセル・帰還4周年】12/05 14:30 リュウグウのサンプルを格納したカプセルの切り離しに成功したことを確認	66	n120301t2	J_H2A	26	J_H2A_26	20240614	修正		
12/05 16:31:00	【お帰りはやぶさ2カプセル・帰還4周年】12/05 16:31 カプセル分離後、地球圏離脱のための軌道修正TCM-5の成功を確認。はやぶさ2は拡張ミッションへの軌道に乗り移った。	89	n120301t3	J_H2A	26	J_H2A_26	20240614	修正		
12/06 02:54:00	【お帰りはやぶさ2カプセル・帰還4周年】12/06 02:54 はやぶさ2カプセル、ウーメラ砂漠に着陸を果たした。 	58	n120301t4	J_H2A	26	J_H2A_26	20240614	修正		
12/03 07:01:00	【今日の人工衛星】12/3(日本時間) 1997年：JCSAT-1B 日本のJSAT(現・スカパーJSAT)が打ち上げた通信衛星。アリアン4ロケットで打ち上げられ、現在も運用中である。	92	n120302d							
12/04 07:00:00	【今日の人工衛星】12/4 1996年：マーズ・パスファインダー アメリカの火星探査機。着陸の衝撃をエアバックで緩和するという独特の着陸方式を用いた。	75	n120401d							
12/05 07:00:00	【今日の人工衛星】12/5 2001年：STS-108 スペースシャトル・エンデバーの飛行。アメリカ同時多発テロ後最初の打上であり、同時多発テロの犠牲者を悼んで多数の小さなアメリカ国旗が掲げられ、遺族に贈られた	105	n120501d							
12/06 07:00:00	【今日の人工衛星】12/6 1958年：パイオニア3号 アメリカの月探査機。打上時のエンジンの噴射が3.7秒短かったため適切な軌道に投入できなかったが、ヴァンアレン帯の観測データを地球に送ってきた	98	n120601d							
12/07 07:00:00	【今日の人工衛星】12/7 1972年：アポロ17号 米・アポロ計画最後の打上。アポロ計画では初の夜間打上となった。有名な https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:The_Earth_seen_from_Apollo_17.jpg 青い地球の写真は17号で撮影されたもの。着陸船の離陸も撮影された	195	n120701d				20230609	URL正規化		
12/08 07:00:00	【今日の人工衛星】12/8 1976年：ISEE-3/ICE アメリカのハレー彗星観測衛星。当初は太陽風観測が目的だったが4回のスイングバイ等を経てハレー彗星観測に転用。長らく機器が機能していたため、再利用のためのクラウドファンディングが成立するも、再利用自体は成功せず。	136	n120801d				20170515	修正		
12/08 07:01:00	【今日の人工衛星】12/8 2006年：WildBlue 1 アメリカの通信衛星。アリアン5 ECAロケットで打上。アメリカ各地に高速インターネット接続を提供。	80	n120802d							
12/09 07:00:00	【今日の人工衛星】12/9 2007年：COSMO-SkyMed2 イタリアの軍民が共用する地球観測衛星。資金は国防省が提供。アメリカのデルタ2ロケットで打上げられ、太陽同期準極軌道に投入された	97	n120901d							
12/10 07:00:00	【今日の人工衛星】12/10(UTC) 2006年：STS-116 スペースシャトル・ディスカバリーのフライト。39B発射台からのスペースシャトルの最後の打上(その後アレスロケット用に改修された)	98	n121001d							
12/11 07:00:00	【今日の人工衛星】12/11 1998年：マーズ・クライメイト・オービター アメリカの火星探査機。計算ミス(メートル法で計算すべきところをポンドで計算した)により予定より低い高度の軌道に投入されたため、大気の圧力・摩擦で破壊された。	116	n121101d							
12/12 07:00:00	【今日の人工衛星】12/12 1970年：ウフル(Uhuru) アメリカが打ち上げた世界初のX線天文衛星。ケニア沖から打ち上げられ、ケニアの独立記念日だったことによりスワヒリ語の「自由」という意味のUhuruという名前になった	113	n121201d							
12/13 07:00:00	【今日の人工衛星】12/13 1967年：パイオニア8号 アメリカの太陽観測衛星。惑星間の太陽風、太陽磁場、宇宙線を精密に観測することが目的。	71	n121301d				20180404	修正		
12/14 07:00:00	【今日の人工衛星】12/14 2002年：みどりII 地球観測衛星。太陽電池パネル故障で通信途絶した「みどり」の後継機で、次世代のみどりとして「II」を名乗ったが、約1年で電源の不調により通信途絶。	99	n121401d	J_H2A	4	J_H2A_4				
12/14 10:31:00	★2002年の今日12/14 10:31、H-IIAロケット4号機で地球観測衛星みどりII、小型実証衛星マイクロラブサット、鯨生態観測衛星観太くんが打ち上げられました。	84	n121401t1	J_H2A	4	J_H2A_4				
12/14 07:01:00	【今日の人工衛星】12/14 2002年：マイクロラブサット みどりII と同時に打ち上げられた技術実証目的の小型衛星。若手衛星開発技術者の育成、小型衛星バス技術の確立と先端技術の実証が目的。	96	n121402d	J_H2A	4	J_H2A_4				
12/14 07:02:00	【今日の人工衛星】12/14 2002年：観太くん 日本初の大学衛星。鯨生態観測衛星。鯨に取り付けた発信器の信号を受信する予定だったが鯨に発信器がつけられず、結果的にはツキノワグマ・モンゴルの馬などの生態を観測した。	108	n121403d	J_H2A	4	J_H2A_4				
12/15 07:00:00	【今日の人工衛星】12/15 1977年：さくら 日本の通信衛星、アメリカで打上。通信衛星技術の獲得に貢献し、8年間運用された。	64	n121501d							
12/15 07:01:00	【今日の人工衛星】12/15 1984年：ヴェガ1号 ハレー彗星観測と金星探査を目的とした旧ソ連の探査機。同年12/21打上のヴェガ2号と2機で観測を実施。他の米・欧・日の4機の探査機と共にハレー彗星を観測、ハレー艦隊の一員と呼ばれる	117	n121502d							
12/16 07:00:00	【今日の人工衛星】12/16 1965年：パイオニア6号 アメリカの太陽観測衛星。パイオニア8号と同様に現在でも正常に動作しており、観測データとしては活用されないものの、時折交信が行われている	96	n121601d							
12/17 07:00:00	【今日の人工衛星】12/17 2004年：AMC 16 米・SES AMERICOM社の通信衛星。デルタV型ロケットの4回目の打上で静止軌道に投入。	74	n121701d							
12/18 07:00:00	【今日の人工衛星】12/18 2006年：きく8号 移動体通信の実験のための通信衛星。テニスコート相当のサイズのアンテナを2枚もち、小型の携帯電話でも衛星通信を実現。東日本大震災でも被災地の一部の自治体への通信支援を実施した	112	n121801d	J_H2A	11	J_H2A_11				
12/18 15:32:00	★2006年の今日12/18 15:32、H-IIAロケット11号機で技術試験衛星きく8号が打ち上げられました。	56	n121801t1	J_H2A	11	J_H2A_11				
12/19 07:00:00	【今日の人工衛星】12/19 1960年：マーキュリー・レッドストーン1A マーキュリー計画で初めてレッドストーンロケットを使用した発射実験。15分間の飛行。最終的な有人飛行もレッドストーンロケットで実施された	105	n121901d							
12/20 07:00:00	【今日の人工衛星】12/20 2000年：LDREX きく8号に搭載されたアンテナの展開実験を行った実験モデル。展開が途中で一時停止したため、展開をカメラ映像で確認できなかった。実験は2006年に再度行われ、成功が確認された	112	n122001d							
12/21 07:00:00	【今日の人工衛星】12/21 1968年：アポロ8号 アポロ計画2回目の有人飛行で、初めて月を周回して帰還。月面の奥に地球の出が見える写真はこれで撮影された。当初は月まで行かない予定だったが旧ソ連に負けないための急な予定変更であった	116	n122101d				20180404	修正		
12/21 07:01:00	【今日の人工衛星】12/21 1984年：ヴェガ2号 ハレー彗星観測と金星探査を目的とした旧ソ連の探査機。同年12/15打上のヴェガ1号と2機で観測を実施。金星に降下ユニットを送り込んで観測後、ハレー彗星を観測。	106	n122102d							
12/21 07:02:00	【ハレー艦隊】1986年のハレー彗星観測するハレー艦隊は打上順にICE(1976/12/8),ヴェガ1・2、さきがけ(1985/1/7)、ジオット(7/2)、すいせい(8/18)の6機	92	n122103d							
12/22 07:00:00	【今日の人工衛星】12/22 2007年：Horizons 2 日本のスカパーJSATとインテルサットが共同で打ち上げた通信衛星。北米・カリブ海向けの通信サービスを提供。	85	n122201d							
12/23 07:00:00	【今日の人工衛星】12/23 2008年：Fengyun 2E　中国の静止衛星軌道に投入された気象衛星。東経123度の位置で現在運用中であり、現時点で最新。人工衛星破壊実験の対象にされたFengyun 1Cは極軌道の衛星。	111	n122301d							
12/24 07:00:00	【今日の人工衛星】12/24 2006年：Meridian ロシアの通信衛星。ソユーズロケットで打ち上げられた。航空機・船舶との通信や、シベリアなどロシア極東の通信を担う。	86	n122401d							
12/25 07:00:00	【今日の人工衛星】12/25 2004年：ホイヘンス・プローブ　欧州宇宙機関の惑星探査機。土星探査機カッシーニからこの日分離され、衛星タイタンへ着陸した。大気の観測・地表の写真だけではなく、風の音も観測した。	104	n122501d							
12/26 07:00:00	【今日の人工衛星】12/26 1974年：サリュート4　旧ソ連の宇宙ステーション。サリュート計画で2機目にあたる。約2年間の運用のうち、人間が搭乗したのは3ヶ月程度だった。1977年2月2日に大気圏に突入し消滅。	106	n122601d							
12/27 07:00:00	【今日の人工衛星】12/27 1990年：Raduga 1-2　旧ソ連の通信衛星。プロトンロケットで打上。電話・電信や、中央のテレビ放送を配信するための通信を行った。	83	n122701d							
12/28 07:00:00	【今日の人工衛星】12/28 1995年：Echo Star 1　静止軌道上にあるアメリカの通信衛星。長征2Eロケットで打上。主に衛星放送を担い、アメリカ大陸で50cm程度のパラボラアンテナで受信可能。	101	n122801d							
12/29 07:00:00	【今日の人工衛星】12/29 2005年：AMS 23　静止軌道上にあるアメリカの通信衛星。打ち上げ前はWorldsat3という名所だった。プロトンMロケットで打上。こちらは音声・映像・インターネット通信をアジア太平洋地域に提供。	115	n122901d							
12/30 07:00:00	【今日の人工衛星】12/30 1995年：X-Ray Timing Explorer　NASAの科学衛星。白色矮星・中性子星・ブラックホールなどの観測を目的に打ち上げられた。	87	n123001d							
12/31 07:00:00	【今日の人工衛星】12/31 なんと、NSSDCカタログ上、この日に打ち上げられた人工物は存在しません。年末ですから、何らかのトラブルを避けるため、だったのでしょうか…？ 今年もどうもありがとうございました。来年もよろしくお願いいたします	119	n123101d							
